fonte,data_coleta,titulo,empresa,tamanho_empresa,contrato,modalidade,localizacao,salario,senioridade,descricao_empresa,atividades,requisitos,texto_completo,url,skills_plataforma,texto_analise,tamanho_texto_analise
ProgramaThor,2026-06-22,Desenvolvedor(a) FullStack Pleno (Node.js),Conéctar,Startup,PJ,Remoto,Rio de janeiro (Híbrido),Não especificado,Pleno,"A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade.","- Desenvolver e manter sistemas escaláveis e de alta performance em Node.js - Construir e evoluir integrações com serviços externos e APIs - Desenvolver aplicações mobile modernas em Flutter (Dart) - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Atuar em conjunto com o time de produto e design","Obrigatórios: - Experiência sólida em Node.js no nível Pleno - Vivência com desenvolvimento de APIs REST escaláveis - Conhecimento em bancos de dados relacionais e/ou não-relacionais - Familiaridade com boas práticas de código e versionamento (Git) - Foco em performance, qualidade e perfil colaborativo Diferenciais: - Experiência com Flutter/Dart - Conhecimento em testes automatizados e CI/CD - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital B2B","VAGA Full Stack - Desenvolvedor(a) FullStack Pleno (Node.js) HUNTING PERSONALIZADO SOU DESENVOLVEDOR ENTRAR Como candidato Como empresa CADASTRAR-SE Como candidato Como empresa HUNTING PERSONALIZADO ENTRAR COMO CANDIDATO ENTRAR COMO EMPRESA SOU DESENVOLVEDOR CADASTRAR-SE Vaga Full Stack Desenvolvedor(a) FullStack Pleno (Node.js) API Dart Flutter Node.js Início vagas programadores Rio de Janeiro Desenvolvedor(a) FullStack Pleno (Node.js) Conéctar Startup PJ centro Localização: Rio de janeiro (Híbrido) Regime híbrido com dias presenciais e remotos a combinar com o time. Localização base: Rio de Janeiro/RJ. Salário: Não especificado Pleno Aceito candidatos de outras cidades/estados dispostos a se mudar para o local de trabalho Descrição da empresa A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade. Atividades e Responsabilidades - Desenvolver e manter sistemas escaláveis e de alta performance em Node.js - Construir e evoluir integrações com serviços externos e APIs - Desenvolver aplicações mobile modernas em Flutter (Dart) - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Atuar em conjunto com o time de produto e design Requisitos Obrigatórios: - Experiência sólida em Node.js no nível Pleno - Vivência com desenvolvimento de APIs REST escaláveis - Conhecimento em bancos de dados relacionais e/ou não-relacionais - Familiaridade com boas práticas de código e versionamento (Git) - Foco em performance, qualidade e perfil colaborativo Diferenciais: - Experiência com Flutter/Dart - Conhecimento em testes automatizados e CI/CD - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital B2B O que nós oferecemos Bônus Aniversário. Protagonismo técnico em produto com impacto real. Vale Refeição Vale Transporte Bônus Seu perfil combina em ...% Cadastre-se para descobrir sua compatibilidade Acesse o perfil da Conéctar para conhecer sua história, suas vantagens e todas as informações relacionadas ao recrutamento. Conheça a Conéctar Veja vagas similares: Desenvolvedor(a) Backend Javascript (Node.js) Jr - Omni Saúde Engenheiro(a) Backend Sênior - WeFit Desenvolvedor(a) Back-End .Net Pleno - Aride QA Automation Engineer - Pay Theory Desenvolvedor(a) Python (PDV / Sistemas Comerciais + Dados) - DIAS AUTOMAÇÃO COMERCIAL Desenvolvedor(a) Web Júnior - Maxicon Sistemas VEJA A EMPRESA NO MAPA Crie um perfil na ProgramaThor para ser notificado assim que acontecer um matching entre uma vaga e o seu perfil . Me cadastrar Não perca nenhuma oportunidade! Crie um perfil na ProgramaThor e receba um alerta de vagas que combinem com seu perfil. CRIAR UMA CONTA Quero me candidatar Institucional Sobre nós Contratar desenvolvedor Salário programador Blog de programação Parceiros Perguntas frequentes Termos Contatos Privacidade Código de conduta Vagas Vagas desenvolvedor Vagas programador JAVA Vagas programador PHP Vagas programador C# Vagas programador NODE.JS Vagas programador FRONT-END Vagas programador .NET Vagas programador ANGULAR Vagas programador JAVASCRIPT Vagas programador REACT Vagas programador ANDROID Vagas programador IOS Vagas programador RUBY ON RAILS Vagas programador PYTHON Vagas remotas programação Vagas arquivadas programação ProgramaThor © 2026 - Todos os direitos reservados",https://www.programathor.com.br/jobs/33595-desenvolvedor-a-fullstack-pleno-node-js,"API, Dart, Flutter, Node.js","Desenvolvedor(a) FullStack Pleno (Node.js) API, Dart, Flutter, Node.js - Desenvolver e manter sistemas escaláveis e de alta performance em Node.js - Construir e evoluir integrações com serviços externos e APIs - Desenvolver aplicações mobile modernas em Flutter (Dart) - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Atuar em conjunto com o time de produto e design Obrigatórios: - Experiência sólida em Node.js no nível Pleno - Vivência com desenvolvimento de APIs REST escaláveis - Conhecimento em bancos de dados relacionais e/ou não-relacionais - Familiaridade com boas práticas de código e versionamento (Git) - Foco em performance, qualidade e perfil colaborativo Diferenciais: - Experiência com Flutter/Dart - Conhecimento em testes automatizados e CI/CD - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital B2B",1008
ProgramaThor,2026-06-22,Desenvolvedor(a) FullStack Pleno (Flutter),Conéctar,Startup,PJ,Remoto,rio de janeiro (Híbrido),Não especificado,Pleno,"A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade.","- Desenvolver aplicações mobile modernas em Flutter (Dart) - Integrar as apps com nossas APIs em Node.js - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Implementar interfaces intuitivas, responsivas e consistentes - Atuar em conjunto com o time de produto e design","Obrigatórios: - Experiência sólida com Flutter/Dart no nível Pleno - Integração com APIs REST (especialmente em Node.js) - Domínio de gerenciamento de estado: GetX, Provider ou similares - Experiência com arquitetura modular e boas práticas de código - Proatividade e senso de dono Diferenciais: - Experiência com design systems e componentização - Conhecimento em testes unitários e de integração - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto B2B","VAGA Mobile - Desenvolvedor(a) FullStack Pleno (Flutter) HUNTING PERSONALIZADO SOU DESENVOLVEDOR ENTRAR Como candidato Como empresa CADASTRAR-SE Como candidato Como empresa HUNTING PERSONALIZADO ENTRAR COMO CANDIDATO ENTRAR COMO EMPRESA SOU DESENVOLVEDOR CADASTRAR-SE Vaga Mobile Desenvolvedor(a) FullStack Pleno (Flutter) API Dart Flutter Git Node.js Início vagas programadores Rio de Janeiro Desenvolvedor(a) FullStack Pleno (Flutter) Conéctar Startup PJ centro Localização: rio de janeiro (Híbrido) Regime híbrido com dias presenciais e remotos a combinar com o time. Localização base: Rio de Janeiro/RJ. Salário: Não especificado Pleno Aceito candidatos de outras cidades/estados dispostos a se mudar para o local de trabalho Descrição da empresa A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade. Atividades e Responsabilidades - Desenvolver aplicações mobile modernas em Flutter (Dart) - Integrar as apps com nossas APIs em Node.js - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Implementar interfaces intuitivas, responsivas e consistentes - Atuar em conjunto com o time de produto e design Requisitos Obrigatórios: - Experiência sólida com Flutter/Dart no nível Pleno - Integração com APIs REST (especialmente em Node.js) - Domínio de gerenciamento de estado: GetX, Provider ou similares - Experiência com arquitetura modular e boas práticas de código - Proatividade e senso de dono Diferenciais: - Experiência com design systems e componentização - Conhecimento em testes unitários e de integração - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto B2B O que nós oferecemos Bônus Aniversário. Autonomia e participação ativa nas decisões de produto e arquitetura. Vale Refeição Vale Transporte Bônus Seu perfil combina em ...% Cadastre-se para descobrir sua compatibilidade Acesse o perfil da Conéctar para conhecer sua história, suas vantagens e todas as informações relacionadas ao recrutamento. Conheça a Conéctar Veja vagas similares: Desenvolvedor(a) Backend Javascript (Node.js) Jr - Omni Saúde Engenheiro(a) Backend Sênior - WeFit Desenvolvedor(a) Back-End .Net Pleno - Aride QA Automation Engineer - Pay Theory Desenvolvedor(a) Python (PDV / Sistemas Comerciais + Dados) - DIAS AUTOMAÇÃO COMERCIAL Desenvolvedor(a) Web Júnior - Maxicon Sistemas VEJA A EMPRESA NO MAPA Crie um perfil na ProgramaThor para ser notificado assim que acontecer um matching entre uma vaga e o seu perfil . Me cadastrar Não perca nenhuma oportunidade! Crie um perfil na ProgramaThor e receba um alerta de vagas que combinem com seu perfil. CRIAR UMA CONTA Quero me candidatar Institucional Sobre nós Contratar desenvolvedor Salário programador Blog de programação Parceiros Perguntas frequentes Termos Contatos Privacidade Código de conduta Vagas Vagas desenvolvedor Vagas programador JAVA Vagas programador PHP Vagas programador C# Vagas programador NODE.JS Vagas programador FRONT-END Vagas programador .NET Vagas programador ANGULAR Vagas programador JAVASCRIPT Vagas programador REACT Vagas programador ANDROID Vagas programador IOS Vagas programador RUBY ON RAILS Vagas programador PYTHON Vagas remotas programação Vagas arquivadas programação ProgramaThor © 2026 - Todos os direitos reservados",https://www.programathor.com.br/jobs/33594-desenvolvedor-a-fullstack-pleno-flutter,"API, Dart, Flutter, Git, Node.js","Desenvolvedor(a) FullStack Pleno (Flutter) API, Dart, Flutter, Git, Node.js - Desenvolver aplicações mobile modernas em Flutter (Dart) - Integrar as apps com nossas APIs em Node.js - Trabalhar com gerenciamento de estado (GetX, Provider ou similares) e arquitetura modular - Contribuir com melhorias contínuas na arquitetura, usabilidade e experiência do usuário - Implementar interfaces intuitivas, responsivas e consistentes - Atuar em conjunto com o time de produto e design Obrigatórios: - Experiência sólida com Flutter/Dart no nível Pleno - Integração com APIs REST (especialmente em Node.js) - Domínio de gerenciamento de estado: GetX, Provider ou similares - Experiência com arquitetura modular e boas práticas de código - Proatividade e senso de dono Diferenciais: - Experiência com design systems e componentização - Conhecimento em testes unitários e de integração - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto B2B",978
ProgramaThor,2026-06-22,Desenvolvedor(a) FullStack Júnior (Node.js + React Native),Conéctar,Startup,PJ,Remoto,rio de janeiro (Híbrido),Não especificado,Júnior,"A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade.","- Colaborar no desenvolvimento de APIs em Node.js e integrações com serviços externos - Construir telas e funcionalidades em Flutter (Dart) ou React/React Native, consumindo APIs REST - Contribuir com melhorias contínuas na experiência do usuário - Participar ativamente do dia a dia do time, com apoio próximo dos devs mais experientes","Obrigatórios: - Conhecimento em Node.js (desenvolvimento de APIs) - Conhecimento em Flutter/Dart ou React Native - Noções de consumo e integração de APIs REST - Perfil colaborativo, comunicativo e com vontade de aprender Diferenciais: - Experiência com versionamento de código (Git) - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital","VAGA Full Stack - Desenvolvedor(a) FullStack Júnior (Node.js + React Native) HUNTING PERSONALIZADO SOU DESENVOLVEDOR ENTRAR Como candidato Como empresa CADASTRAR-SE Como candidato Como empresa HUNTING PERSONALIZADO ENTRAR COMO CANDIDATO ENTRAR COMO EMPRESA SOU DESENVOLVEDOR CADASTRAR-SE Vaga Full Stack Desenvolvedor(a) FullStack Júnior (Node.js + React Native) API Dart Flutter Node.js React Native Início vagas programadores Rio de Janeiro Desenvolvedor(a) FullStack Júnior (Node.js + React Native) Conéctar Startup PJ centro Localização: rio de janeiro (Híbrido) Regime híbrido com dias presenciais e remotos a combinar com o time. Localização base: Rio de Janeiro/RJ. Salário: Não especificado Júnior Aceito candidatos de outras cidades/estados dispostos a se mudar para o local de trabalho Descrição da empresa A Conéctar é uma startup de tecnologia que criou o maior marketplace B2B de hortifrúti do Brasil, conectando distribuidores e restaurantes de forma digital, econômica e simples. Com modelo de negócios validado, base de clientes recorrentes e a primeira rodada de investimento captada, estamos prontos para escalar para o Brasil todo. Nossa missão é democratizar o acesso à compra, venda e distribuição de hortifrutigranjeiros com mais eficiência do campo para a cidade. Atividades e Responsabilidades - Colaborar no desenvolvimento de APIs em Node.js e integrações com serviços externos - Construir telas e funcionalidades em Flutter (Dart) ou React/React Native, consumindo APIs REST - Contribuir com melhorias contínuas na experiência do usuário - Participar ativamente do dia a dia do time, com apoio próximo dos devs mais experientes Requisitos Obrigatórios: - Conhecimento em Node.js (desenvolvimento de APIs) - Conhecimento em Flutter/Dart ou React Native - Noções de consumo e integração de APIs REST - Perfil colaborativo, comunicativo e com vontade de aprender Diferenciais: - Experiência com versionamento de código (Git) - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital O que nós oferecemos Bônus Aniversário. Ambiente de crescimento acelerado com mentoria próxima de devs sêniores. Vale Refeição Vale Transporte Bônus Seu perfil combina em ...% Cadastre-se para descobrir sua compatibilidade Acesse o perfil da Conéctar para conhecer sua história, suas vantagens e todas as informações relacionadas ao recrutamento. Conheça a Conéctar Veja vagas similares: Desenvolvedor(a) Backend Javascript (Node.js) Jr - Omni Saúde Engenheiro(a) Backend Sênior - WeFit Desenvolvedor(a) Back-End .Net Pleno - Aride QA Automation Engineer - Pay Theory Desenvolvedor(a) Python (PDV / Sistemas Comerciais + Dados) - DIAS AUTOMAÇÃO COMERCIAL Desenvolvedor(a) Web Júnior - Maxicon Sistemas VEJA A EMPRESA NO MAPA Crie um perfil na ProgramaThor para ser notificado assim que acontecer um matching entre uma vaga e o seu perfil . Me cadastrar Não perca nenhuma oportunidade! Crie um perfil na ProgramaThor e receba um alerta de vagas que combinem com seu perfil. CRIAR UMA CONTA Quero me candidatar Institucional Sobre nós Contratar desenvolvedor Salário programador Blog de programação Parceiros Perguntas frequentes Termos Contatos Privacidade Código de conduta Vagas Vagas desenvolvedor Vagas programador JAVA Vagas programador PHP Vagas programador C# Vagas programador NODE.JS Vagas programador FRONT-END Vagas programador .NET Vagas programador ANGULAR Vagas programador JAVASCRIPT Vagas programador REACT Vagas programador ANDROID Vagas programador IOS Vagas programador RUBY ON RAILS Vagas programador PYTHON Vagas remotas programação Vagas arquivadas programação ProgramaThor © 2026 - Todos os direitos reservados",https://www.programathor.com.br/jobs/33593-desenvolvedor-a-fullstack-junior-node-js-react-native,"API, Dart, Flutter, Node.js, React Native","Desenvolvedor(a) FullStack Júnior (Node.js + React Native) API, Dart, Flutter, Node.js, React Native - Colaborar no desenvolvimento de APIs em Node.js e integrações com serviços externos - Construir telas e funcionalidades em Flutter (Dart) ou React/React Native, consumindo APIs REST - Contribuir com melhorias contínuas na experiência do usuário - Participar ativamente do dia a dia do time, com apoio próximo dos devs mais experientes Obrigatórios: - Conhecimento em Node.js (desenvolvimento de APIs) - Conhecimento em Flutter/Dart ou React Native - Noções de consumo e integração de APIs REST - Perfil colaborativo, comunicativo e com vontade de aprender Diferenciais: - Experiência com versionamento de código (Git) - Familiaridade com metodologias ágeis (Scrum/Kanban) - Vivência em ambiente de startup ou produto digital",827
ProgramaThor,2026-06-22,Desenvolvedor Full-Stack Pleno,2Brain,Startup,PJ,Presencial,São Paulo (Híbrido),Até R$7.000,Pleno,"Após diversos anos a frente de grandes operações de TI, Pesquisa e E-Commerce, nossos fundadores decidiram utilizar suas experiências para ajudar no crescimento exponencial e transformação digital de grandes empresas através de diferentes serviços: SQUADs e Projetos de Tecnologia Soluções de Analytics e BI Transformação Digital Consultoria Estratégica Pesquisa de Mercado Aceleração de Startups","Desenvolver e manter aplicações web utilizando C# e .NET. Atuar tanto no desenvolvimento back-end quanto front-end. Criar, consumir e manter APIs REST. Realizar integrações com bancos de dados relacionais (SQL Server ou Oracle). Participar da análise técnica e implementação de novas funcionalidades. Garantir boas práticas de desenvolvimento, qualidade de código e versionamento. Colaborar com o time na identificação de melhorias técnicas e evoluções da arquitetura.","Ensino superior completo em áreas de Tecnologia. Mínimo de 4 anos de experiência com desenvolvimento Full Stack utilizando C#, ASP.NET, .NET Framework e Angular. Experiência com desenvolvimento e consumo de APIs REST. Conhecimento em bancos de dados relacionais (SQL Server ou Oracle). Conhecimento em Git e versionamento de código. Conhecimento em CI/CD. Experiência com práticas DevOps. Vivência com ambientes em nuvem. Utilização de IA aplicada a Desenvolvimento de Software.","VAGA Full Stack - Desenvolvedor Full-Stack Pleno HUNTING PERSONALIZADO SOU DESENVOLVEDOR ENTRAR Como candidato Como empresa CADASTRAR-SE Como candidato Como empresa HUNTING PERSONALIZADO ENTRAR COMO CANDIDATO ENTRAR COMO EMPRESA SOU DESENVOLVEDOR CADASTRAR-SE Vaga Full Stack Desenvolvedor Full-Stack Pleno Angular API C# DevOps .NET SQL Server Início vagas programadores São Paulo Desenvolvedor Full-Stack Pleno 2Brain Startup PJ Consolação Localização: São Paulo (Híbrido) Presencialmente 3x por semana, na região da Consolação/SP Salário: Até R$7.000 Pleno Não aceita candidatos de outra cidade Descrição da empresa Após diversos anos a frente de grandes operações de TI, Pesquisa e E-Commerce, nossos fundadores decidiram utilizar suas experiências para ajudar no crescimento exponencial e transformação digital de grandes empresas através de diferentes serviços: SQUADs e Projetos de Tecnologia Soluções de Analytics e BI Transformação Digital Consultoria Estratégica Pesquisa de Mercado Aceleração de Startups Atividades e Responsabilidades Desenvolver e manter aplicações web utilizando C# e .NET. Atuar tanto no desenvolvimento back-end quanto front-end. Criar, consumir e manter APIs REST. Realizar integrações com bancos de dados relacionais (SQL Server ou Oracle). Participar da análise técnica e implementação de novas funcionalidades. Garantir boas práticas de desenvolvimento, qualidade de código e versionamento. Colaborar com o time na identificação de melhorias técnicas e evoluções da arquitetura. Requisitos Ensino superior completo em áreas de Tecnologia. Mínimo de 4 anos de experiência com desenvolvimento Full Stack utilizando C#, ASP.NET, .NET Framework e Angular. Experiência com desenvolvimento e consumo de APIs REST. Conhecimento em bancos de dados relacionais (SQL Server ou Oracle). Conhecimento em Git e versionamento de código. Conhecimento em CI/CD. Experiência com práticas DevOps. Vivência com ambientes em nuvem. Utilização de IA aplicada a Desenvolvimento de Software. Seu perfil combina em ...% Cadastre-se para descobrir sua compatibilidade Acesse o perfil da 2Brain para conhecer sua história, suas vantagens e todas as informações relacionadas ao recrutamento. Conheça a 2Brain Veja vagas similares: Desenvolvedor(a) Back-End .Net Pleno - Aride Desenvolvedor(a) Web Júnior - Maxicon Sistemas Desenvolvedor(a) Java Fullstack Pleno - Go2Win Desenvolvedor(a) Full Stack Pleno (.NET + React + AWS) - Go2Win Desenvolvedor(a) .NET Pleno - Inovando Soluções Digitais Analista Back End - Omnion Produtos VEJA A EMPRESA NO MAPA Crie um perfil na ProgramaThor para ser notificado assim que acontecer um matching entre uma vaga e o seu perfil . Me cadastrar Não perca nenhuma oportunidade! Crie um perfil na ProgramaThor e receba um alerta de vagas que combinem com seu perfil. CRIAR UMA CONTA Quero me candidatar Institucional Sobre nós Contratar desenvolvedor Salário programador Blog de programação Parceiros Perguntas frequentes Termos Contatos Privacidade Código de conduta Vagas Vagas desenvolvedor Vagas programador JAVA Vagas programador PHP Vagas programador C# Vagas programador NODE.JS Vagas programador FRONT-END Vagas programador .NET Vagas programador ANGULAR Vagas programador JAVASCRIPT Vagas programador REACT Vagas programador ANDROID Vagas programador IOS Vagas programador RUBY ON RAILS Vagas programador PYTHON Vagas remotas programação Vagas arquivadas programação ProgramaThor © 2026 - Todos os direitos reservados",https://www.programathor.com.br/jobs/33598-desenvolvedor-full-stack-pleno,"Angular, API, C#, DevOps, .NET, SQL Server","Desenvolvedor Full-Stack Pleno Angular, API, C#, DevOps, .NET, SQL Server Desenvolver e manter aplicações web utilizando C# e .NET. Atuar tanto no desenvolvimento back-end quanto front-end. Criar, consumir e manter APIs REST. Realizar integrações com bancos de dados relacionais (SQL Server ou Oracle). Participar da análise técnica e implementação de novas funcionalidades. Garantir boas práticas de desenvolvimento, qualidade de código e versionamento. Colaborar com o time na identificação de melhorias técnicas e evoluções da arquitetura. Ensino superior completo em áreas de Tecnologia. Mínimo de 4 anos de experiência com desenvolvimento Full Stack utilizando C#, ASP.NET, .NET Framework e Angular. Experiência com desenvolvimento e consumo de APIs REST. Conhecimento em bancos de dados relacionais (SQL Server ou Oracle). Conhecimento em Git e versionamento de código. Conhecimento em CI/CD. Experiência com práticas DevOps. Vivência com ambientes em nuvem. Utilização de IA aplicada a Desenvolvimento de Software.",1021
ProgramaThor,2026-06-22,Analista de Cloud Sênior,Techrx Recruiting,Pequena/média empresa,CLT,Remoto,Remoto,Até R$15.000,Sênior,"Somos uma boutique especializada em Recrutamento e Seleção para posições de Recursos Humanos e Tecnologia. Com mais de 30 anos de experiência, o método Techrx aloca talentos nas empresas através de processos ágeis, criando jornadas únicas, produtos altamente customizáveis e resultados mensuráveis.","Automação (IaC): Implementar e gerenciar toda a infraestrutura através de código (Terraform). Pipelines de CI/CD: Desenvolver e otimizar fluxos de deploy contínuo para aplicações de Backend e modelos de IA. Observabilidade: Configurar e monitorar dashboards de performance e saúde dos sistemas (Datadog, New Relic ou Prometheus). Escalabilidade: Garantir que o ambiente suporte picos de carga através de auto-scaling e gestão de containers. Suporte ao Dev: Atuar próximo aos desenvolvedores para resolver problemas de ambiente e performance de infra.",Experiência avançada como Analista de Cloud ou SRE. Especialista em ecossistema AWS ou Azure. Domínio de Docker e orquestração com Kubernetes. Experiência prática com ferramentas de monitoramento e logs. Inglês Avançado: Capacidade de interagir tecnicamente com parceiros e times globais. Perfil Desejado (Soft Skills): Hands-on e Autônomo: Capacidade de resolver problemas complexos com mínima supervisão. Mindset de Automação: Desejo constante de automatizar tarefas repetitivas. Colaboração: Facilidade para trabalhar em squads multidisciplinares.,"VAGA Full Stack - Analista de Cloud Sênior HUNTING PERSONALIZADO SOU DESENVOLVEDOR ENTRAR Como candidato Como empresa CADASTRAR-SE Como candidato Como empresa HUNTING PERSONALIZADO ENTRAR COMO CANDIDATO ENTRAR COMO EMPRESA SOU DESENVOLVEDOR CADASTRAR-SE Vaga Full Stack Analista de Cloud Sênior AWS EC2 (Elastic Compute Cloud) Azure Cloud kubernetes Google Cloud DevOps Início vagas programadores remoto Analista de Cloud Sênior Techrx Recruiting Pequena/média empresa CLT Home Office (Remoto) Localização: Remoto Salário: Até R$15.000 Sênior Aceito candidatos de outras cidades/estados dispostos a se mudar para o local de trabalho Descrição da empresa Somos uma boutique especializada em Recrutamento e Seleção para posições de Recursos Humanos e Tecnologia. Com mais de 30 anos de experiência, o método Techrx aloca talentos nas empresas através de processos ágeis, criando jornadas únicas, produtos altamente customizáveis e resultados mensuráveis. Atividades e Responsabilidades Automação (IaC): Implementar e gerenciar toda a infraestrutura através de código (Terraform). Pipelines de CI/CD: Desenvolver e otimizar fluxos de deploy contínuo para aplicações de Backend e modelos de IA. Observabilidade: Configurar e monitorar dashboards de performance e saúde dos sistemas (Datadog, New Relic ou Prometheus). Escalabilidade: Garantir que o ambiente suporte picos de carga através de auto-scaling e gestão de containers. Suporte ao Dev: Atuar próximo aos desenvolvedores para resolver problemas de ambiente e performance de infra. Requisitos Experiência avançada como Analista de Cloud ou SRE. Especialista em ecossistema AWS ou Azure. Domínio de Docker e orquestração com Kubernetes. Experiência prática com ferramentas de monitoramento e logs. Inglês Avançado: Capacidade de interagir tecnicamente com parceiros e times globais. Perfil Desejado (Soft Skills): Hands-on e Autônomo: Capacidade de resolver problemas complexos com mínima supervisão. Mindset de Automação: Desejo constante de automatizar tarefas repetitivas. Colaboração: Facilidade para trabalhar em squads multidisciplinares. O que nós oferecemos Vale Refeição Vale Alimentação Plano de Saúde Plano Odontológico Seguro de Vida Seu perfil combina em ...% Cadastre-se para descobrir sua compatibilidade Acesse o perfil da Techrx Recruiting para conhecer sua história, suas vantagens e todas as informações relacionadas ao recrutamento. Conheça a Techrx Recruiting Veja vagas similares: Senior Backend & Infrastructure Engineer - Pay Theory Analista de Testes Automatizados (QA) Júnior - Systemsat - QA Analista de Testes Automatizados (QA) Pleno - Systemsat - QA Consultor(a) de TI Pleno - GR Hunting Ltda Senior Full-stack React & Python Developer - lemon.io Coordenador de Infraestrutura e Cloud - Techrx Recruiting Crie um perfil na ProgramaThor para ser notificado assim que acontecer um matching entre uma vaga e o seu perfil . Me cadastrar Não perca nenhuma oportunidade! Crie um perfil na ProgramaThor e receba um alerta de vagas que combinem com seu perfil. CRIAR UMA CONTA Quero me candidatar Institucional Sobre nós Contratar desenvolvedor Salário programador Blog de programação Parceiros Perguntas frequentes Termos Contatos Privacidade Código de conduta Vagas Vagas desenvolvedor Vagas programador JAVA Vagas programador PHP Vagas programador C# Vagas programador NODE.JS Vagas programador FRONT-END Vagas programador .NET Vagas programador ANGULAR Vagas programador JAVASCRIPT Vagas programador REACT Vagas programador ANDROID Vagas programador IOS Vagas programador RUBY ON RAILS Vagas programador PYTHON Vagas remotas programação Vagas arquivadas programação ProgramaThor © 2026 - Todos os direitos reservados",https://www.programathor.com.br/jobs/33597-analista-de-cloud-senior,"AWS EC2 (Elastic Compute Cloud), Azure, Cloud, kubernetes, Google Cloud, DevOps","Analista de Cloud Sênior AWS EC2 (Elastic Compute Cloud), Azure, Cloud, kubernetes, Google Cloud, DevOps Automação (IaC): Implementar e gerenciar toda a infraestrutura através de código (Terraform). Pipelines de CI/CD: Desenvolver e otimizar fluxos de deploy contínuo para aplicações de Backend e modelos de IA. Observabilidade: Configurar e monitorar dashboards de performance e saúde dos sistemas (Datadog, New Relic ou Prometheus). Escalabilidade: Garantir que o ambiente suporte picos de carga através de auto-scaling e gestão de containers. Suporte ao Dev: Atuar próximo aos desenvolvedores para resolver problemas de ambiente e performance de infra. Experiência avançada como Analista de Cloud ou SRE. Especialista em ecossistema AWS ou Azure. Domínio de Docker e orquestração com Kubernetes. Experiência prática com ferramentas de monitoramento e logs. Inglês Avançado: Capacidade de interagir tecnicamente com parceiros e times globais. Perfil Desejado (Soft Skills): Hands-on e Autônomo: Capacidade de resolver problemas complexos com mínima supervisão. Mindset de Automação: Desejo constante de automatizar tarefas repetitivas. Colaboração: Facilidade para trabalhar em squads multidisciplinares.",1206
